Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
09/06/2025 19:44:08,Sneha Sharma,200059,DPS VARANASI,12th,9,2-3 Hrs,Hindi,Biology,"Physics, English","Business Studies, Social Science","Social Science, IT/CS","Other, Chemistry",Other,Neutral,Reference or side books,Average,Strongly disagree,Classes are too fast,Neutral,Very sufficient,Strongly agree,Very satisfied,Strongly disagree,Better canteen food needed,Adequately,Positive,Neutral,Poorly,Disagree,Highly satisfied,1,Improve teaching
27/03/2025 23:07:08,Suresh Mehta,200060,DPS VARANASI,6 th,6,<2 Hrs,Chemistry,IT/CS,"Biology, Maths","Biology, Hindi","IT/CS, Maths","Accountancy, Economics",Other,Strongly disagree,Reference or side books,Good,Disagree,Improve punctuality,Neutral,Insufficient,Neutral,Satisfied,Neutral,More activities needed,Very poorly,Positive,Disagree,Poorly,Neutral,Extremely dissatisfied,5,"I suggest that the school should reconsider its strict uniform and grooming policies. While maintaining discipline is important, some rules about hair length and accessories seem unnecessary and don't affect our ability to learn. A more relaxed approach would be appreciated by students."
15/03/2025 02:02:08,Rohit Pandey,200061,DPS VARANASI,8 th,6,3-4 Hrs,Maths,Commerce,"Maths, Business Studies","Chemistry, Accountancy","Science, Chemistry","Economics, Hindi",Science,Strongly agree,Reference or side books,Excellent,Agree,"I appreciate that teachers are always available for doubt solving after class, but I feel that students who are shy don't get enough attention during regular class hours. Maybe teachers could check on quieter students more often to see if they are following the lessons properly.",Strongly disagree,Very sufficient,Neutral,Dissatisfied,Disagree,Improve transport,Adequately,Negative,Strongly agree,Adequately,Strongly agree,Extremely dissatisfied,4,Reduce pressure
17/01/2026 11:07:08,Riya Mishra,200062,DPS VARANASI,9 th,7,2-3 Hrs,Physics,Commerce,"Chemistry, Physics","Hindi, Accountancy","Science, Physics","Maths, Hindi",Business Studies,Agree,Coaching from existing faculty,Very poor,Agree,No concerns,Neutral,Neutral,Agree,Very dissatisfied,Agree,"I appreciate that our school organizes various cultural and sports events throughout the year. These activities help us develop skills beyond academics. However, I feel that participation in these events should be encouraged more, as currently only a few talented students get opportunities while others are overlooked.",Very well,Strongly positive,Neutral,Adequately,Neutral,Extremely dissatisfied,1,Improve labs
03/05/2025 17:21:08,Ritu Kumar,200063,DPS VARANASI,10 th,8,More than 4 Hrs,Science,IT/CS,"IT/CS, Business Studies","Social Science, Other","Accountancy, English","Business Studies, English",Accountancy,Agree,Coaching from outside faculty,Poor,Agree,No concerns,Strongly disagree,Very insufficient,Agree,Very satisfied,Neutral,The school's approach to handling disciplinary issues is sometimes too strict without understanding the context. Students are punished for minor mistakes without being given a chance to explain. A more understanding and counseling-based approach would be better than strict punishments.,Very poorly,Strongly negative,Strongly disagree,Very poorly,Neutral,Extremely dissatisfied,5,More sports events
26/11/2025 16:21:08,Nitin Tripathi,200064,DPS VARANASI,12th,10,2-3 Hrs,Science,Commerce,"Biology, Other","Biology, Economics","Economics, Social Science","Hindi, Business Studies",Physics,Strongly agree,Reference or side books,Good,Strongly agree,I feel that some teachers give too much homework without considering that we have multiple subjects to study. It becomes overwhelming especially before exams when we have to complete assignments and also prepare for tests. Better coordination among teachers regarding homework would really help.,Agree,Very insufficient,Strongly disagree,Very dissatisfied,Strongly disagree,Improve library,Very poorly,Negative,Strongly disagree,Adequately,Agree,Satisfied,3,"I recommend that the school starts an entrepreneurship club where students interested in business can learn about starting their own ventures. With guidance from business mentors and opportunities to work on small projects, students could develop practical business skills from an early age."
19/07/2025 06:43:08,Arjun Jain,200065,DPS VARANASI,10 th,10,More than 4 Hrs,Accountancy,Maths,"Chemistry, Social Science","Social Science, Other","English, Social Science","IT/CS, Business Studies",Physics,Disagree,School only,Good,Strongly disagree,Teachers are helpful,Strongly disagree,Very insufficient,Agree,Satisfied,Agree,Better canteen food needed,Well,Neutral,Strongly agree,Adequately,Disagree,Highly satisfied,4,Reduce pressure
20/10/2025 05:54:08,Priya Yadav,200066,DPS VARANASI,12th,10,2-3 Hrs,Business Studies,Not Applicable,"Accountancy, Social Science","IT/CS, Chemistry","Other, Economics","Science, Physics",IT/CS,Strongly disagree,School only,Poor,Neutral,"The science teacher makes learning very interesting with experiments and real-life examples. However, I think we need more practical lab sessions to really understand the concepts. Sometimes the theory classes can get boring without any hands-on activities. I suggest having at least two lab sessions per week instead of one.",Agree,Neutral,Strongly agree,Dissatisfied,Strongly disagree,More sports facilities,Very well,Neutral,Disagree,Poorly,Disagree,Highly satisfied,4,More sports events
22/08/2025 12:18:08,Kunal Gupta,200067,DPS VARANASI,7 th,6,2-3 Hrs,Biology,IT/CS,"Biology, Maths","Other, Maths","Biology, English","Business Studies, Economics",Social Science,Agree,School only,Average,Neutral,"The physical education teacher is very encouraging and helps build confidence in sports. However, I feel that students who are not naturally athletic get ignored sometimes. It would be nice if there were activities suitable for all fitness levels, not just competitive sports.",Strongly agree,Sufficient,Disagree,Very satisfied,Disagree,Need better labs,Very well,Negative,Strongly disagree,Very well,Strongly agree,Extremely dissatisfied,2,Better facilities
06/01/2025 19:33:08,Kunal Srivastava,200068,DPS VARANASI,12th,9,More than 4 Hrs,Business Studies,Not Applicable,"Social Science, Biology","Accountancy, Hindi","Chemistry, Hindi","Hindi, Science",Chemistry,Strongly disagree,Online coaching,Very poor,Neutral,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Agree,Very sufficient,Strongly disagree,Neutral,Neutral,No concerns,Well,Negative,Neutral,Adequately,Strongly agree,Somewhat satisfied,4,More sports events
15/04/2025 15:21:08,Arjun Sharma,200069,DPS VARANASI,11th,6,More than 4 Hrs,Biology,IT/CS,"Science, Hindi","IT/CS, Chemistry","IT/CS, Physics","Biology, Business Studies",Other,Neutral,Online coaching,Poor,Agree,I think the biology teacher should use more visual aids like videos and 3D models to explain complex topics like human anatomy and cell biology. Reading from textbooks alone is not enough for us to truly understand these concepts. More interactive teaching methods would be very helpful.,Neutral,Very sufficient,Disagree,Very satisfied,Agree,Clean washrooms needed,Very poorly,Strongly negative,Agree,Very well,Agree,Extremely dissatisfied,5,The school should organize regular workshops and seminars with industry professionals and alumni who have succeeded in different fields. Hearing from people who have practical experience would inspire students and give us better insights into various career paths available after school.
25/09/2025 19:28:08,Sneha Malhotra,200070,DPS VARANASI,8 th,8,3-4 Hrs,Hindi,Not Applicable,"Accountancy, Business Studies","Science, Biology","Maths, English","English, Social Science",Economics,Strongly disagree,Coaching from outside faculty,Very poor,Neutral,Need more explanation,Strongly agree,Insufficient,Strongly agree,Dissatisfied,Strongly disagree,Need better labs,Very poorly,Strongly negative,Disagree,Very poorly,Neutral,Somewhat satisfied,5,No suggestions
14/03/2025 19:21:08,Manish Tripathi,200071,DPS VARANASI,8 th,6,2-3 Hrs,Economics,Not Applicable,"Economics, Science","Chemistry, Science","Other, Physics","Physics, Maths",Science,Neutral,Coaching from existing faculty,Poor,Disagree,Better revision needed,Disagree,Neutral,Strongly agree,Neutral,Strongly disagree,"I feel that our school should focus more on environmental awareness and sustainability practices. We could start with basic things like proper waste segregation, reducing plastic usage, and planting more trees in the campus. This would teach students important values while making our school more eco-friendly.",Poorly,Positive,Strongly agree,Well,Strongly agree,Highly satisfied,4,More sports events
01/02/2025 19:12:08,Kavita Gupta,200072,DPS VARANASI,9 th,9,<2 Hrs,Social Science,Not Applicable,"Biology, Social Science","Accountancy, Economics","Social Science, Accountancy","Maths, Economics",Other,Strongly disagree,School only,Excellent,Neutral,Good teaching overall,Neutral,Sufficient,Strongly disagree,Dissatisfied,Neutral,Improve library,Very well,Strongly positive,Neutral,Very poorly,Agree,Extremely dissatisfied,2,Reduce pressure
22/12/2024 02:38:08,Karan Chaudhary,200073,DPS VARANASI,6 th,10,3-4 Hrs,Social Science,Maths,"Chemistry, Social Science","Other, Accountancy","Economics, Business Studies","Biology, Other",Chemistry,Disagree,School only,Poor,Neutral,Need more explanation,Strongly disagree,Very insufficient,Strongly disagree,Very dissatisfied,Strongly disagree,Better canteen food needed,Poorly,Strongly negative,Strongly agree,Very well,Strongly agree,Not satisfied,3,Reduce pressure
02/07/2025 21:36:08,Ankit Verma,200074,DPS VARANASI,10 th,9,<2 Hrs,Economics,Maths,"Chemistry, Hindi","Biology, Maths","Other, Accountancy","Accountancy, English",Chemistry,Disagree,Online coaching,Excellent,Neutral,Teachers are helpful,Neutral,Very insufficient,Disagree,Dissatisfied,Strongly agree,Need better labs,Well,Neutral,Disagree,Poorly,Agree,Highly satisfied,1,"I suggest implementing a proper feedback system where students can anonymously share their concerns and suggestions about teachers and school policies. Currently, there is no official channel for students to voice their opinions without fear of consequences. Regular surveys would help improve school quality."
13/06/2025 06:04:08,Manish Singh,200075,DPS VARANASI,10 th,9,2-3 Hrs,Hindi,Biology,"Biology, English","Accountancy, IT/CS","Physics, Hindi","Hindi, IT/CS",English,Neutral,Reference or side books,Excellent,Strongly agree,No concerns,Strongly agree,Neutral,Disagree,Dissatisfied,Neutral,"I feel that the school timings are too long and exhausting for students. Starting early in the morning and ending late in the afternoon leaves very little time for self-study, hobbies, or rest. Shorter school hours with more efficient teaching could improve both learning and well-being.",Well,Strongly positive,Strongly disagree,Very well,Strongly disagree,Highly satisfied,2,More sports events
25/11/2025 20:29:08,Aditya Agarwal,200076,DPS VARANASI,10 th,10,3-4 Hrs,Maths,Biology,"Social Science, Business Studies","Physics, Biology","Biology, English","English, Science",Science,Strongly disagree,Coaching from existing faculty,Very poor,Strongly agree,I think the biology teacher should use more visual aids like videos and 3D models to explain complex topics like human anatomy and cell biology. Reading from textbooks alone is not enough for us to truly understand these concepts. More interactive teaching methods would be very helpful.,Neutral,Sufficient,Disagree,Neutral,Neutral,No concerns,Well,Positive,Disagree,Very poorly,Neutral,Satisfied,5,"The school should organize more inter-school competitions and exchange programs. Interacting with students from other schools would broaden our perspectives and help develop important social skills. Currently, we are limited to competing only within our school which limits our exposure."
14/06/2025 19:27:08,Kavita Chaudhary,200077,DPS VARANASI,6 th,9,2-3 Hrs,Economics,Biology,"Physics, English","Maths, Science","Biology, Maths","English, Accountancy",IT/CS,Strongly disagree,Online coaching,Excellent,Strongly disagree,Need more practice problems,Neutral,Insufficient,Strongly disagree,Very satisfied,Agree,More activities needed,Adequately,Strongly positive,Neutral,Very well,Neutral,Satisfied,5,No suggestions
18/11/2025 04:08:08,Priya Singh,200078,DPS VARANASI,8 th,8,2-3 Hrs,Other,Maths,"Maths, Biology","Other, Economics","Accountancy, IT/CS","Business Studies, English",Chemistry,Strongly disagree,Reference or side books,Good,Disagree,Need more practice problems,Disagree,Neutral,Strongly agree,Very satisfied,Neutral,The school's approach to handling disciplinary issues is sometimes too strict without understanding the context. Students are punished for minor mistakes without being given a chance to explain. A more understanding and counseling-based approach would be better than strict punishments.,Well,Positive,Strongly agree,Very well,Neutral,Satisfied,3,Reduce pressure
19/05/2025 12:25:08,Neha Pandey,200079,DPS VARANASI,12th,8,2-3 Hrs,Hindi,Maths,"Business Studies, Chemistry","English, Business Studies","Chemistry, IT/CS","Hindi, Economics",Social Science,Neutral,Coaching from existing faculty,Very poor,Strongly disagree,Need more practice problems,Agree,Insufficient,Neutral,Satisfied,Neutral,Need better labs,Poorly,Neutral,Neutral,Poorly,Strongly disagree,Satisfied,4,Better career guidance
08/03/2025 16:36:08,Aditya Sharma,200080,DPS VARANASI,10 th,10,2-3 Hrs,Chemistry,Biology,"Physics, Chemistry","Chemistry, Accountancy","Physics, Business Studies","Other, Accountancy",English,Strongly disagree,Coaching from existing faculty,Average,Strongly disagree,Need more practice problems,Disagree,Very sufficient,Strongly disagree,Very dissatisfied,Agree,No concerns,Very poorly,Neutral,Agree,Very poorly,Neutral,Satisfied,4,Better career guidance
14/05/2025 03:56:08,Anjali Bansal,200081,DPS VARANASI,11th,10,More than 4 Hrs,Other,IT/CS,"Biology, Physics","IT/CS, Social Science","English, Social Science","Business Studies, English",Social Science,Agree,Online coaching,Good,Disagree,Good teaching overall,Agree,Neutral,Disagree,Very satisfied,Disagree,Clean washrooms needed,Poorly,Positive,Neutral,Very well,Agree,Not satisfied,5,No suggestions
11/09/2025 15:24:08,Riya Mehta,200082,DPS VARANASI,11th,8,2-3 Hrs,Biology,Biology,"Other, Business Studies","Other, Chemistry","Economics, Hindi","Science, Hindi",English,Agree,Reference or side books,Excellent,Strongly agree,Improve punctuality,Strongly agree,Neutral,Strongly agree,Very dissatisfied,Strongly disagree,Good overall,Very poorly,Negative,Disagree,Very poorly,Strongly agree,Extremely dissatisfied,2,More field trips
16/12/2025 04:50:08,Amit Srivastava,200083,DPS VARANASI,10 th,5,More than 4 Hrs,Biology,IT/CS,"Hindi, Social Science","Social Science, Science","IT/CS, Chemistry","IT/CS, Accountancy",Hindi,Strongly agree,Coaching from existing faculty,Average,Agree,Need more examples,Strongly disagree,Very sufficient,Strongly agree,Dissatisfied,Disagree,Improve transport,Poorly,Negative,Neutral,Very poorly,Neutral,Extremely dissatisfied,4,"The school should focus more on practical learning and reduce the emphasis on written exams alone. Project-based assessments, presentations, and group activities would help develop critical thinking and teamwork skills that are important in real life. Not everything should be judged by exam marks alone."
11/09/2025 02:14:08,Sanjay Saxena,200084,DPS VARANASI,7 th,10,<2 Hrs,Other,Commerce,"Maths, Physics","IT/CS, Hindi","English, Accountancy","English, Physics",English,Disagree,Online coaching,Very poor,Strongly agree,No concerns,Disagree,Very insufficient,Strongly agree,Very satisfied,Disagree,"I appreciate that our school organizes various cultural and sports events throughout the year. These activities help us develop skills beyond academics. However, I feel that participation in these events should be encouraged more, as currently only a few talented students get opportunities while others are overlooked.",Adequately,Positive,Agree,Very poorly,Strongly agree,Extremely dissatisfied,4,Improve teaching
14/05/2025 15:25:08,Priya Jain,200085,DPS VARANASI,8 th,8,2-3 Hrs,Business Studies,Commerce,"Science, Maths","Biology, Science","Business Studies, Economics","Accountancy, Social Science",Accountancy,Strongly disagree,Internet materials,Average,Strongly disagree,Need more explanation,Disagree,Neutral,Agree,Neutral,Agree,Good overall,Well,Strongly positive,Agree,Well,Disagree,Highly satisfied,3,I suggest implementing a peer tutoring program where academically strong students can help those who are struggling. This would benefit both groups - tutors would reinforce their learning while tutees would get extra help in a comfortable environment from their peers.
07/01/2026 08:50:08,Aakash Kapoor,200086,DPS VARANASI,11th,6,More than 4 Hrs,Accountancy,IT/CS,"Chemistry, Economics","English, Hindi","Physics, Accountancy","Business Studies, Other",Social Science,Strongly disagree,School only,Poor,Disagree,Want more doubt sessions,Neutral,Neutral,Disagree,Very satisfied,Neutral,The school's approach to handling disciplinary issues is sometimes too strict without understanding the context. Students are punished for minor mistakes without being given a chance to explain. A more understanding and counseling-based approach would be better than strict punishments.,Poorly,Positive,Neutral,Well,Strongly disagree,Satisfied,4,Improve labs
08/10/2025 04:31:08,Sanjay Saxena,200087,DPS VARANASI,12th,9,3-4 Hrs,Economics,Commerce,"Accountancy, Other","Science, Physics","Accountancy, IT/CS","Physics, Chemistry",Accountancy,Strongly disagree,Coaching from outside faculty,Average,Agree,No concerns,Strongly agree,Insufficient,Strongly disagree,Very satisfied,Strongly disagree,The school's approach to handling disciplinary issues is sometimes too strict without understanding the context. Students are punished for minor mistakes without being given a chance to explain. A more understanding and counseling-based approach would be better than strict punishments.,Adequately,Neutral,Strongly disagree,Poorly,Neutral,Highly satisfied,1,"The school should focus more on practical learning and reduce the emphasis on written exams alone. Project-based assessments, presentations, and group activities would help develop critical thinking and teamwork skills that are important in real life. Not everything should be judged by exam marks alone."
11/05/2025 11:32:08,Rahul Tripathi,200088,DPS VARANASI,10 th,6,2-3 Hrs,English,Not Applicable,"Physics, Biology","Accountancy, Chemistry","IT/CS, Hindi","Maths, Accountancy",Accountancy,Strongly disagree,Coaching from outside faculty,Very poor,Strongly agree,Need more examples,Neutral,Sufficient,Strongly agree,Very satisfied,Disagree,"The school should improve its communication with parents about student progress. Currently, parent-teacher meetings happen only twice a year which is not enough. Regular updates through apps or portals would help parents stay informed and support their children's education better.",Very well,Neutral,Agree,Very poorly,Neutral,Highly satisfied,5,Better facilities
31/01/2026 06:08:08,Neha Srivastava,200089,DPS VARANASI,11th,8,3-4 Hrs,Accountancy,IT/CS,"Maths, Other","Maths, Business Studies","Maths, IT/CS","Physics, Science",Maths,Strongly disagree,Online coaching,Excellent,Neutral,No concerns,Strongly disagree,Very sufficient,Strongly disagree,Neutral,Strongly agree,Good infrastructure,Very well,Neutral,Agree,Very well,Agree,Satisfied,4,Better facilities
07/11/2025 17:56:08,Amit Agarwal,200090,DPS VARANASI,8 th,10,More than 4 Hrs,Physics,Biology,"Maths, Other","Business Studies, Hindi","Biology, Maths","Physics, Chemistry",Hindi,Agree,Internet materials,Excellent,Strongly agree,Classes are too fast,Neutral,Insufficient,Strongly agree,Very satisfied,Strongly agree,More activities needed,Poorly,Strongly positive,Strongly disagree,Very poorly,Neutral,Not satisfied,5,Everything good
07/05/2025 04:07:08,Ritu Kapoor,200091,DPS VARANASI,6 th,5,<2 Hrs,Hindi,IT/CS,"Social Science, Maths","Accountancy, Maths","Science, Social Science","Accountancy, IT/CS",Chemistry,Strongly agree,Coaching from existing faculty,Poor,Disagree,Need more practice problems,Disagree,Very sufficient,Agree,Dissatisfied,Strongly disagree,"The school cafeteria food quality has been declining over the past few months. The meals are often repetitive and not very nutritious. As students who spend most of our day at school, we need proper healthy food to stay focused during classes. I request the management to look into improving the food quality.",Poorly,Strongly positive,Agree,Well,Agree,Not satisfied,2,Improve labs
11/08/2025 23:32:08,Ramesh Srivastava,200092,DPS VARANASI,10 th,8,2-3 Hrs,Science,Commerce,"English, Other","Science, Physics","English, Physics","IT/CS, Physics",Biology,Agree,Internet materials,Average,Neutral,Improve punctuality,Strongly agree,Sufficient,Strongly disagree,Very satisfied,Disagree,Clean washrooms needed,Very poorly,Strongly negative,Agree,Adequately,Strongly agree,Somewhat satisfied,5,Better facilities
24/01/2025 06:37:08,Pooja Pandey,200093,DPS VARANASI,11th,8,More than 4 Hrs,Chemistry,Not Applicable,"Hindi, IT/CS","Science, Accountancy","Biology, Business Studies","Science, IT/CS",Chemistry,Disagree,Coaching from existing faculty,Average,Neutral,Need more explanation,Strongly disagree,Very sufficient,Strongly agree,Satisfied,Neutral,Clean washrooms needed,Very well,Negative,Disagree,Very poorly,Neutral,Satisfied,4,More activities
19/07/2025 02:49:08,Kavita Jain,200094,DPS VARANASI,6 th,9,More than 4 Hrs,Social Science,Biology,"Biology, Social Science","Maths, Accountancy","Biology, Chemistry","Business Studies, IT/CS",Other,Strongly disagree,School only,Average,Strongly disagree,Teachers are helpful,Strongly disagree,Insufficient,Neutral,Satisfied,Agree,Better canteen food needed,Adequately,Strongly positive,Strongly agree,Well,Disagree,Somewhat satisfied,4,More activities
07/12/2025 18:57:08,Kunal Verma,200095,DPS VARANASI,12th,10,More than 4 Hrs,Hindi,Maths,"Biology, Other","Other, Economics","Hindi, Chemistry","Other, Biology",Biology,Strongly disagree,School only,Average,Disagree,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Disagree,Very sufficient,Strongly disagree,Neutral,Neutral,Clean washrooms needed,Very poorly,Positive,Neutral,Adequately,Neutral,Somewhat satisfied,2,Everything good
18/08/2025 11:23:08,Vivek Kapoor,200096,DPS VARANASI,12th,5,More than 4 Hrs,Biology,IT/CS,"Business Studies, Economics","Business Studies, Accountancy","Other, Economics","Biology, Accountancy",Biology,Agree,Coaching from existing faculty,Poor,Disagree,Want more doubt sessions,Disagree,Very sufficient,Disagree,Very dissatisfied,Strongly agree,Need better labs,Very poorly,Strongly positive,Strongly agree,Very poorly,Strongly disagree,Highly satisfied,4,Improve teaching
31/12/2025 18:41:08,Mohit Bansal,200097,DPS VARANASI,11th,7,<2 Hrs,Chemistry,Commerce,"Other, IT/CS","Social Science, Maths","Physics, Accountancy","Maths, Science",Other,Neutral,Online coaching,Good,Neutral,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Agree,Neutral,Agree,Neutral,Neutral,Improve transport,Well,Neutral,Agree,Well,Strongly agree,Highly satisfied,4,Improve labs
28/06/2025 03:09:08,Ankit Srivastava,200098,DPS VARANASI,7 th,10,<2 Hrs,Business Studies,Commerce,"Economics, Hindi","Chemistry, English","Business Studies, Hindi","Chemistry, Accountancy",Economics,Strongly agree,School only,Average,Disagree,Good teaching overall,Disagree,Very insufficient,Strongly disagree,Satisfied,Neutral,"I think the school needs to address the issue of bullying more seriously. While teachers try to resolve conflicts, there is no proper system for students to report incidents confidentially. A dedicated counselor or helpline for such issues would make students feel safer.",Adequately,Positive,Agree,Very poorly,Neutral,Highly satisfied,2,More field trips
13/12/2025 13:05:08,Pooja Srivastava,200099,DPS VARANASI,8 th,5,2-3 Hrs,Economics,Maths,"Economics, Physics","Physics, Accountancy","Physics, Accountancy","IT/CS, Biology",Chemistry,Agree,Coaching from outside faculty,Very poor,Neutral,Good teaching overall,Agree,Sufficient,Disagree,Satisfied,Strongly disagree,No concerns,Adequately,Positive,Agree,Poorly,Strongly disagree,Somewhat satisfied,1,More sports events
07/09/2025 07:48:08,Deepak Malhotra,200100,DPS VARANASI,12th,5,2-3 Hrs,English,Not Applicable,"IT/CS, Business Studies","Biology, Other","Hindi, Other","Accountancy, English",Biology,Neutral,Coaching from existing faculty,Average,Neutral,"I appreciate how our Hindi teacher explains classical literature and poetry with so much passion. However, the examination pattern focuses too much on rote memorization rather than understanding. It would be better if we could discuss the meanings and interpretations more during class instead of just memorizing answers.",Neutral,Sufficient,Strongly agree,Very dissatisfied,Neutral,"Medical facilities in our school need improvement. The medical room is not well-equipped and the nurse is not always available. Given that many students have health issues or emergencies during school hours, having proper first aid facilities and trained staff is very important.",Very well,Neutral,Strongly disagree,Very poorly,Strongly agree,Highly satisfied,2,"Our school should improve its digital infrastructure and provide better internet connectivity for students. In today's world, access to online resources is essential for learning. A dedicated computer lab with good internet available during free periods would help students research and learn independently."
30/12/2024 07:20:08,Priya Yadav,200101,DPS VARANASI,6 th,6,3-4 Hrs,Chemistry,Maths,"Biology, Other","Chemistry, Social Science","Biology, Physics","Science, Chemistry",English,Strongly disagree,School only,Average,Disagree,Need more explanation,Agree,Insufficient,Strongly agree,Very satisfied,Strongly agree,More activities needed,Very well,Strongly positive,Strongly disagree,Very poorly,Neutral,Extremely dissatisfied,5,Better facilities
28/04/2025 20:10:08,Pooja Mehta,200102,DPS VARANASI,8 th,7,<2 Hrs,Social Science,IT/CS,"Social Science, Chemistry","English, Economics","Biology, Social Science","IT/CS, Chemistry",Social Science,Strongly disagree,Internet materials,Good,Strongly disagree,Need more explanation,Strongly agree,Neutral,Strongly disagree,Satisfied,Strongly disagree,No concerns,Adequately,Negative,Strongly agree,Poorly,Strongly disagree,Somewhat satisfied,1,More activities
09/05/2025 17:51:08,Vikas Malhotra,200103,DPS VARANASI,7 th,7,<2 Hrs,English,Biology,"Physics, Maths","Accountancy, Physics","Social Science, Economics","Accountancy, Physics",Science,Strongly agree,School only,Poor,Disagree,"The social science teacher makes history very interesting with stories and anecdotes, but geography classes are quite boring with just reading from the textbook. I think using maps, videos, and interactive tools would make geography more engaging for students like me who find it difficult.",Strongly disagree,Neutral,Neutral,Neutral,Neutral,Improve transport,Adequately,Strongly negative,Strongly agree,Poorly,Agree,Extremely dissatisfied,3,Reduce pressure
01/05/2025 23:44:08,Kavita Rastogi,200104,DPS VARANASI,8 th,7,3-4 Hrs,IT/CS,IT/CS,"Chemistry, Economics","Maths, English","Accountancy, Biology","Hindi, English",Business Studies,Strongly disagree,Coaching from existing faculty,Very poor,Strongly disagree,Need more explanation,Disagree,Insufficient,Neutral,Very dissatisfied,Agree,More activities needed,Well,Positive,Strongly disagree,Adequately,Strongly disagree,Highly satisfied,5,More field trips
06/07/2025 00:57:08,Shivam Saxena,200105,DPS VARANASI,8 th,8,More than 4 Hrs,Physics,Biology,"Business Studies, Biology","Social Science, Economics","Social Science, Other","Physics, Science",English,Strongly disagree,Coaching from outside faculty,Average,Agree,Teachers are helpful,Disagree,Neutral,Strongly agree,Very dissatisfied,Disagree,"I feel that our school should focus more on environmental awareness and sustainability practices. We could start with basic things like proper waste segregation, reducing plastic usage, and planting more trees in the campus. This would teach students important values while making our school more eco-friendly.",Very well,Strongly positive,Neutral,Well,Strongly disagree,Somewhat satisfied,1,Improve labs
05/02/2025 08:21:08,Deepak Jain,200106,DPS VARANASI,9 th,8,2-3 Hrs,Science,Biology,"Biology, Business Studies","IT/CS, Other","Business Studies, Accountancy","Business Studies, Maths",Other,Neutral,Coaching from existing faculty,Excellent,Agree,Need more examples,Strongly agree,Sufficient,Agree,Very satisfied,Strongly agree,Improve library,Very poorly,Strongly positive,Agree,Very poorly,Strongly disagree,Satisfied,2,"I suggest implementing a proper feedback system where students can anonymously share their concerns and suggestions about teachers and school policies. Currently, there is no official channel for students to voice their opinions without fear of consequences. Regular surveys would help improve school quality."
22/09/2025 21:09:08,Suresh Yadav,200107,DPS VARANASI,7 th,5,2-3 Hrs,English,Biology,"Business Studies, Chemistry","Business Studies, Social Science","Other, Economics","IT/CS, Economics",Business Studies,Strongly agree,School only,Average,Strongly agree,"I appreciate how our Hindi teacher explains classical literature and poetry with so much passion. However, the examination pattern focuses too much on rote memorization rather than understanding. It would be better if we could discuss the meanings and interpretations more during class instead of just memorizing answers.",Strongly disagree,Very sufficient,Strongly agree,Dissatisfied,Disagree,More activities needed,Well,Strongly negative,Agree,Well,Strongly disagree,Satisfied,1,Better facilities
07/05/2025 02:12:08,Sanjay Sharma,200108,DPS VARANASI,11th,6,3-4 Hrs,Other,IT/CS,"Maths, Social Science","Hindi, English","Other, Maths","Accountancy, English",Hindi,Strongly agree,Coaching from outside faculty,Excellent,Strongly disagree,"The physical education teacher is very encouraging and helps build confidence in sports. However, I feel that students who are not naturally athletic get ignored sometimes. It would be nice if there were activities suitable for all fitness levels, not just competitive sports.",Agree,Insufficient,Strongly agree,Very satisfied,Neutral,Good infrastructure,Very poorly,Strongly negative,Strongly agree,Very well,Strongly disagree,Extremely dissatisfied,3,Improve labs
